age,gender,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,mental_stress_level,AI_tool_usage_hours,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
24,Male,2,4,4.8,100,6,5.6,3.6,1.9,5.1,Yes,In a Relationship,2.6,2.1,7,2,4.9,100,95
26,Male,2,4,5.5,100,5.6,4.2,3.3,1.9,2.6,Yes,Single,4.3,2.9,10,3,5.7,100,97
18,Female,2,4,4.1,98,7.2,5,2,2.8,1.7,No,In a Relationship,2.7,2.6,15,3,4.1,100,100
24,Male,4,4,6.3,100,4.8,7.1,2.4,2.6,3.5,Yes,Single,3.7,0.2,12,2,6.8,100,100
25,Female,4,3.81,2.3,96,7.6,1.7,2.1,0.6,5.6,No,In a Relationship,3.6,2,8,0,3.1,95,97
27,Male,1,3.11,1.6,78,6.9,5.1,2.4,1.7,2.8,No,In a Relationship,4.7,1.1,16,4,3.1,78,78
26,Female,1,2.95,0.8,76,8.4,7.2,3.4,2.2,3.9,No,Single,4.4,2.5,7,1,8.5,85,73
28,Female,2,4,5.7,100,6.2,1,0,0.5,3.5,Yes,Single,3.4,3,6,3,7.6,100,100
19,Male,3,4,4.5,100,6.8,5.4,2.7,1.6,2.8,No,In a Relationship,4.7,0,18,7,8.2,100,100
22,Male,1,3.94,3.4,77,8.3,4.9,3.3,0,2.9,Yes,In a Relationship,2.2,1.2,16,3,1.2,89,92
27,Female,3,3.89,3.9,99,8.7,3.7,1.9,1.7,1,No,In a Relationship,2.2,0.7,10,2,3.5,99,93
28,Male,3,2.83,1.8,74,6.2,4.6,2.1,1.8,3,Yes,In a Relationship,3.9,0.5,21,1,4.6,88,71
26,Female,1,4,7.2,100,7.2,3.8,2.1,0.9,4.3,No,In a Relationship,4.1,0.3,9,2,5.1,100,100
19,Male,2,3.8,3.7,90,7.4,3.7,2.1,2.6,3.6,No,In a Relationship,3.1,0.8,15,1,1.3,92,97
27,Female,4,3.69,3.7,80,7.4,5.7,2.8,2.8,3.4,No,Single,2.5,0.9,4,1,1.2,90,82
20,Male,3,4,4.6,94,6.7,8.7,3,0.3,4.5,No,In a Relationship,3.3,0.8,7,0,4,100,91
28,Female,3,4,4.2,100,8.5,3.9,0,2.9,3.4,Yes,In a Relationship,1.4,0,17,1,2.4,100,100
26,Male,2,3.77,3.8,97,4.7,8,3.8,1.6,3,No,Single,3.6,1.3,19,3,4.9,100,88
19,Female,2,3.09,2.3,79,6.5,6.4,2.4,0.5,4.5,Yes,In a Relationship,6,2.3,11,2,4.8,100,81
27,Male,1,3.72,4.2,86,7.5,7.9,5.7,3.2,3.3,No,Single,6.2,0.6,23,1,7.1,100,99
22,Male,2,4,6.3,100,7.5,4.4,1,1.6,2.5,Yes,Single,1.3,0,19,6,3.8,100,100
24,Male,4,4,5.5,100,8.6,5.8,1.5,0.2,3.9,No,Single,1,1.3,9,2,1.1,100,100
21,Female,4,4,5.9,100,8.4,6.5,2.5,0.6,2.9,Yes,Single,2.7,2.3,10,1,1.3,100,100
24,Female,3,3.33,2.7,88,6.7,6.6,3.4,1.6,2.4,No,In a Relationship,3,1.4,5,2,1.2,91,92
19,Female,2,3.04,2,79,8.6,3.6,0,2.1,3.3,No,In a Relationship,4.7,0.5,10,1,7.1,89,79
28,Male,3,3.15,3.3,78,6.1,7.6,1.6,2.9,3.3,No,Single,3,0.2,13,1,3.3,93,88
26,Female,4,3.87,3.6,87,8.1,7.7,3.7,2,0.8,Yes,Single,4.8,1.9,12,2,4.5,99,98
20,Female,4,4,5.1,100,9.2,4,1.4,0,3.7,No,Single,2.1,1,12,3,2.6,100,100
21,Male,4,3.2,1,65,8.5,7.8,4.9,0.8,6.7,No,Single,2.5,0.7,17,1,6.3,83,82
23,Female,1,4,5.8,100,7.1,3.8,2.1,4.4,1,No,Single,5.2,0.6,13,1,2.2,100,100
21,Male,1,4,3.3,93,6.6,7.3,1.5,4,2,No,Single,4.5,1.4,15,2,2,100,100
18,Female,1,3.31,2.9,78,5.2,8.6,3.7,1.8,8.6,No,In a Relationship,3.9,1.3,14,4,5.3,100,87
18,Female,4,2.97,2,82,7.4,8.3,5.2,2.5,1.4,No,Single,7.6,1.3,13,0,5.2,100,79
27,Female,2,2.45,1,65,5.7,9,3.4,2.1,5.6,No,In a Relationship,4.5,0.2,17,0,2.5,69,79
26,Male,3,3.71,4.7,87,6,8.5,4.7,3.3,2.5,No,In a Relationship,4.8,0.2,16,1,2.9,100,95
22,Female,3,3.48,3.6,100,5.6,7.8,5.3,2.4,3.1,No,In a Relationship,7.5,0.5,6,3,5.1,100,91
25,Male,4,3.1,1.6,74,6.4,5.5,1.4,1.8,2.7,Yes,In a Relationship,4.2,1.5,21,5,4.7,91,82
18,Male,2,3.14,1.6,83,7,7.7,4.2,3.2,3.9,No,In a Relationship,6.1,1.7,13,2,4.6,81,100
19,Female,2,3.82,3,87,7.3,4.5,0.5,2.1,0,No,In a Relationship,3.6,2.7,7,2,2.5,100,90
26,Female,1,4,6,95,6.3,4.8,3.4,1,3.4,No,In a Relationship,1.5,0.4,12,3,3.7,100,99
26,Female,1,3.86,3.1,92,8.3,4.7,2.7,2.5,2.2,No,In a Relationship,2.2,1.9,13,0,3.9,98,100
25,Female,1,2.62,1.2,62,6.8,9.5,4.7,2.5,0,No,Single,6.6,0,15,1,4.7,65,70
25,Female,3,3.47,3.1,82,6.1,9.6,4.6,0.9,5.2,No,In a Relationship,4.1,1.6,17,1,7.4,96,81
18,Male,2,3.85,3.1,83,7.3,8.4,3.7,3.2,0,No,Single,5.2,0,16,2,4.9,100,92
28,Male,4,3.15,0.5,86,9.4,8.9,3.2,2.3,7.3,No,Single,3.7,0,21,0,5.4,76,81
28,Male,1,3.44,3.4,79,7.4,7.3,3.6,1.5,4.2,No,Single,4.2,2,13,2,2.8,78,90
22,Male,1,3.73,3.2,95,6.6,6.5,2.9,2,0.3,No,In a Relationship,3.9,1.4,11,1,2.9,100,100
23,Male,2,3.8,4.5,99,5.2,4.6,2.7,3,5.7,No,In a Relationship,4.1,0.9,5,4,2.7,100,86
18,Male,4,3.83,6.3,100,6.7,7.3,5,1.7,1.5,Yes,In a Relationship,5.5,0,17,3,1.5,100,100
18,Male,1,4,5.2,95,7.3,5.7,5.1,1.1,1.6,Yes,Single,4.8,1.6,15,1,5.9,100,97
28,Male,2,3.22,3.1,91,6.5,5.2,2.6,0.4,0,Yes,In a Relationship,3.4,1.3,9,1,3.3,97,87
23,Male,4,2.76,1.8,78,5,3.7,3.2,0,1.3,No,In a Relationship,4.9,1.9,13,2,6.6,76,82
18,Male,2,4,7.4,100,6,7.2,2.9,0.7,1.5,No,In a Relationship,4.7,0,12,1,5.2,100,100
20,Female,3,4,3.6,100,8.7,3.9,0.4,0.8,4.6,Yes,Single,1,1.8,13,2,2.8,100,98
22,Female,1,4,3.5,88,8.7,2.9,2.3,3.9,5.3,Yes,Single,1.9,0.7,11,2,5,100,100
24,Female,3,3.81,3.5,93,5.9,8,5.2,0,0.5,Yes,Single,5.2,1.5,13,3,5.4,100,92
26,Male,1,4,3.8,99,7.8,7.1,1.7,1.2,3.5,Yes,Single,1.4,1.1,4,2,6,97,100
28,Male,3,3.01,3.3,77,5.6,8.8,6,0,0,No,In a Relationship,6.6,0.3,10,0,5.6,97,82
25,Female,2,2.98,2.6,78,8.7,6.4,4.6,0.9,3.5,No,Single,4.3,0.8,14,2,5.7,89,83
19,Male,4,3.5,2.7,94,7.3,4.3,3.4,4.9,7.3,No,In a Relationship,2.8,0.3,8,1,0,100,100
22,Male,2,4,3.5,100,8.1,4.5,3.6,0,0,No,Single,3.2,0.7,14,2,4.9,100,98
20,Male,4,3.06,2.7,91,4.9,5,1.4,1.1,1,No,Single,5.1,0.3,22,0,8,90,86
24,Male,2,3.71,2.4,93,7.8,4.9,2.4,0,4.5,Yes,Single,3.9,1.6,6,2,4.4,100,96
18,Male,3,3.68,3.7,99,7,7.6,5,1.9,4.7,No,In a Relationship,4.7,0.3,3,0,6.8,100,100
24,Female,3,3.75,3.1,91,8,4.4,1.9,2.8,1.1,No,In a Relationship,3.8,1.8,18,1,4.7,95,100
27,Female,4,4,5.8,100,8.1,7.2,4.4,0,5.9,No,In a Relationship,4.3,4.5,22,3,3.1,100,100
21,Male,3,2.84,0.5,68,7.1,2.2,0.7,2.7,1.4,Yes,Single,3.4,0.9,14,0,3.2,90,89
27,Male,1,3.94,5.1,100,6.3,4.4,1,3.3,6.3,Yes,In a Relationship,2,0,12,1,4.7,100,100
22,Male,1,3.37,5.4,96,7.9,7,5.7,2.8,3.9,Yes,In a Relationship,4.7,3.3,9,1,4.6,100,89
18,Female,2,3.18,0.5,72,6.9,4.9,2.8,1.9,5.5,Yes,In a Relationship,3.2,1.5,15,0,3.9,88,92
20,Male,2,3.72,3,100,6,6.2,2,0,3.7,No,In a Relationship,3.9,1.1,12,3,2.2,100,100
27,Male,1,3.3,2.9,81,5.9,8.3,4.8,3.7,4.3,No,Single,5.9,0.8,16,0,3.4,95,91
26,Female,2,2.89,1.4,74,5.2,8.5,4.7,1.2,4.4,Yes,Single,4,0.1,3,3,5,80,86
27,Male,1,3.02,2.3,57,6.4,9.8,4.2,0.8,5.3,No,In a Relationship,4.6,0.9,14,0,2.9,69,87
28,Female,1,4,1.8,89,8.3,4.8,1.9,2.6,2.9,No,Single,2,0.4,8,0,4.2,99,100
28,Male,3,4,6.1,100,7.2,5.4,2.4,1.2,1.2,Yes,In a Relationship,3.3,0.4,17,4,5.6,100,93
26,Female,2,4,4.9,100,6.4,6,3.3,0.5,2.8,No,Single,6.1,1.8,6,2,5.1,100,96
18,Male,4,4,5.4,98,8,6.3,3.8,1,1.7,No,In a Relationship,4.8,2.2,15,0,2.7,100,99
20,Male,1,3.99,4.6,91,6,3.8,2,1.3,1.8,No,In a Relationship,4.5,1,9,1,2.9,100,100
20,Female,2,3.82,1.8,76,7.1,6.2,3.1,3.3,6.3,No,In a Relationship,1.8,1.7,10,2,2.8,83,94
21,Male,2,3.53,2.7,76,6.8,6.6,3.2,1.8,4.2,No,Single,3.8,3.3,16,1,6,100,79
23,Female,2,3.9,4.2,100,7.9,8.2,4.7,3,4.2,No,Single,2.2,0.4,8,2,2.9,100,99
19,Male,4,2.89,1.7,78,5.1,7,3.9,0.9,5.1,No,Single,4.8,0,4,2,4.9,85,73
26,Male,4,3.77,4.6,100,6,4.6,0.5,0.3,4.2,No,In a Relationship,2,2,12,0,6.5,100,94
19,Male,3,3.14,3.1,84,5,5.5,2.5,2.8,6.7,No,In a Relationship,4.5,0.5,9,4,7.1,100,77
26,Male,1,3.68,2.9,85,6.7,3.9,1.4,1.2,0,Yes,Single,4.4,0.7,5,3,3.9,100,94
28,Female,1,4,4.6,96,8.5,5.6,3.7,1.3,1,Yes,Single,3.1,1.3,14,1,3.3,100,100
24,Male,3,3.79,4.2,90,6.4,5.3,4.2,2.8,1.6,No,In a Relationship,5.5,2.4,13,2,5.3,97,90
28,Female,1,3.15,3,84,6.4,7.8,3,0.4,0.2,No,Single,7,1.3,13,0,4.5,82,84
19,Male,2,4,5.2,100,8,4.6,2.4,2,3.2,No,In a Relationship,3.3,0,15,1,6.4,100,100
27,Female,1,3.8,1.9,91,8.3,4.8,2.9,1.3,3.3,No,Single,4.5,1.6,2,2,4.6,100,95
25,Female,1,3.71,4.4,100,6.9,5.6,3.1,2,7,No,Single,1.3,1.4,8,2,8.2,100,93
28,Male,2,3.95,4.4,90,7.8,4.5,1.8,2.4,4.8,Yes,In a Relationship,3.5,0.3,13,1,2.4,100,100
28,Female,2,3.52,3,93,5.7,6,1,4.1,2,Yes,Single,3.4,0,17,3,2.4,100,96
27,Male,3,4,4,100,8.7,2.6,0,0,4,Yes,Single,1.9,0.8,13,0,0,100,95
27,Female,1,3.04,1.6,92,9.6,10.9,4.7,0.8,0,No,Single,5.1,0,18,2,4.2,100,93
24,Male,4,3.87,4.9,100,7.6,6.6,3.5,1.7,3.3,No,In a Relationship,3.8,0,9,2,0,100,85
27,Male,1,3.49,3.2,86,4.5,8.8,3.3,1.3,3.2,Yes,Single,3.5,0,9,0,6.4,96,92
21,Male,1,2.81,2.7,65,6.3,8.8,4.7,0.8,1.2,No,Single,7,0,10,3,6.5,77,78
21,Male,2,4,5.1,100,7.7,4.3,0.9,0,2.6,No,In a Relationship,1.7,2.1,12,4,2.5,98,94
20,Male,2,3.67,2.4,84,6.5,5.1,0.2,0.7,1.6,Yes,In a Relationship,2.6,1,3,0,5.9,88,84
25,Female,1,3.46,1.4,83,8.5,7.7,3.4,1.9,1.1,No,In a Relationship,4.3,1.5,12,1,5.2,83,93
27,Female,2,2.76,1.2,68,7.7,7,3.2,2.6,4.3,No,In a Relationship,3.9,1.4,12,2,2.9,82,90
23,Female,4,4,4.4,100,6.2,6,0.2,1.4,5.1,No,Single,3.3,0,9,3,4.5,100,97
20,Male,1,3.02,1.6,61,7,5.7,3.3,2,4,No,In a Relationship,4.2,0.6,8,1,3.8,100,75
24,Male,3,4,6.1,99,5.9,4,2.2,1.5,2.1,Yes,In a Relationship,5.5,1,13,0,1.7,100,96
19,Female,3,2.49,0.5,67,6.8,3.8,1.6,2,1.7,No,In a Relationship,4.4,1.1,15,1,5.4,65,87
28,Female,4,4,6,100,6.3,7.4,2.3,0,2.2,No,In a Relationship,3.1,1.7,13,2,3.1,100,94
25,Male,2,4,3.8,100,8.4,4.7,0,2.2,2.6,No,Single,1,2.1,13,1,8.4,100,100
19,Male,3,4,3.4,86,9.5,4.3,1.9,0.8,1.3,No,In a Relationship,3.3,1.6,12,2,5.2,100,87
27,Female,2,3.67,2.7,81,5.3,1.9,1.7,0.8,5.1,Yes,Single,5.3,3,12,2,3.7,100,90
19,Female,3,3.49,4.1,86,4.7,6.4,3.6,1.4,2.6,No,In a Relationship,4,1.6,15,3,3.6,100,95
25,Male,3,3.44,3.4,98,6.7,4.4,2.6,1.3,4.5,Yes,In a Relationship,2.7,0.7,20,1,7.2,90,92
24,Female,4,3.39,5.2,98,5.2,6.2,3.8,0.7,0.2,No,Single,6,2.5,19,1,9.2,100,100
25,Female,4,3.84,3.7,92,7.1,1.7,0,2.9,1.6,No,In a Relationship,3.7,0,7,2,1.8,93,100
27,Female,1,4,3.7,90,7.9,2.6,1.5,1.8,4.7,No,In a Relationship,4,1.7,1,2,1.8,100,100
26,Male,3,3.72,3,87,8.8,8.9,3.6,0.8,4.7,Yes,In a Relationship,5.1,1,15,3,4.1,100,93
26,Female,2,3.56,3.4,80,7.2,4.5,2.3,0.9,0.6,No,In a Relationship,4.5,0.3,12,1,3.3,100,96
19,Female,4,4,4,100,6.8,8.8,4.1,1.5,3.6,Yes,In a Relationship,3.6,1.4,12,1,4,100,100
27,Female,3,3.45,0.9,75,4.6,2.8,0.1,1,3.7,No,Single,2.8,0.9,14,1,2.7,87,91
26,Female,4,3.39,1.5,69,7,5.5,3.9,0.4,1.6,Yes,Single,4.2,0,11,2,2.6,86,85
26,Male,2,4,4.6,94,7.1,5.4,1.8,1.6,3.7,Yes,In a Relationship,4.5,1.4,4,1,4.5,99,100
26,Female,1,4,3.8,89,7.8,4.2,1.7,1.5,0,Yes,In a Relationship,3.4,0.2,6,4,4.5,100,100
18,Male,2,3.19,3.2,89,6.1,7.1,4.3,1.3,1.1,Yes,Single,6.3,1.3,7,3,6,100,81
20,Female,4,3.94,3.5,75,6.5,7.7,4.5,3.3,4.2,Yes,Single,3.2,1.1,15,1,8.1,100,85
27,Male,4,3.79,4,88,5.2,6.4,4.4,1.5,3.1,No,Single,5.6,1.6,21,0,3.5,100,91
27,Female,4,2.96,2.7,80,4.3,7,5.9,0.3,3.2,No,In a Relationship,5.5,0,10,3,5.1,94,90
24,Male,2,2.65,2.3,73,5.7,7.6,4.7,2.1,2.6,No,Single,5.9,0.2,25,5,1.1,88,67
19,Female,3,3.84,3.8,86,5.1,5.8,1.6,0,4.1,No,Single,3.8,1.3,3,0,3.6,100,96
20,Female,1,3.68,2,90,7.4,4.9,3,3.2,4.2,No,In a Relationship,4.6,4.1,9,2,5,90,91
22,Female,2,3.85,4.1,88,6.4,5.5,2.3,1.2,4.6,Yes,Single,3.3,1.3,13,1,8.4,100,85
26,Female,2,2.2,0.9,65,6.4,10.6,5.8,0.6,3.3,Yes,Single,5.4,0.8,1,1,5.9,74,73
22,Male,4,3.73,5,99,5.8,7.4,4.5,1.1,2.2,No,In a Relationship,6.1,2.1,20,4,2.6,100,98
18,Female,4,3.58,4.2,87,3.5,5.6,2.5,2,1.9,No,Single,5.3,0.6,9,2,5.8,99,89
20,Male,3,4,3.9,87,8.8,7.2,4.1,0,0.9,No,In a Relationship,4.4,1.6,12,1,5.7,100,100
21,Female,4,4,5,100,5.8,3.2,1,1.3,2.2,Yes,Single,4.7,1.3,14,2,5.9,100,100
26,Male,2,4,6,100,6.5,5,3.2,2.1,1.8,Yes,Single,4.6,2.3,4,2,3.3,100,100
20,Female,2,3.63,5,97,5.3,3.2,1.4,3.2,6.2,No,In a Relationship,1.9,1.9,24,0,7.3,100,100
19,Male,1,3.82,0.7,84,8.2,3.7,0.3,0,0.9,Yes,Single,2.5,0.7,13,4,4.4,96,89
21,Male,4,3.15,1.6,76,7.2,7.9,4,0,5.1,No,Single,2.1,0,10,1,7,95,83
21,Female,2,2.95,2.6,77,6,8.2,4.2,1.2,2.5,Yes,Single,4.8,0.1,6,1,2.6,85,84
26,Male,4,3.06,3.5,85,6.5,6,3.5,2,2.6,Yes,Single,5.1,1.5,13,1,6.9,99,83
21,Male,3,4,4.3,100,9,6.8,2.5,0.7,3.8,No,In a Relationship,3.2,1.1,4,3,0.7,100,90
23,Female,2,3.96,2.4,98,6.9,4.3,0.9,1.5,0.2,Yes,Single,5.3,1.2,13,2,0,100,99
18,Male,1,3.58,3.8,99,6.8,4.2,1.1,1.8,1.4,No,In a Relationship,5.1,1.5,19,1,2.4,100,97
22,Male,1,3.51,2.4,78,5.9,1,1.3,2.5,0.5,No,In a Relationship,4.6,0.4,18,0,3.5,83,89
21,Male,3,3.2,2.6,92,4.7,4.4,2.4,2.6,2.2,No,Single,2.5,1.1,9,2,0.6,93,98
21,Male,3,2.83,1.4,68,6.8,5.6,4.4,0.1,1.2,Yes,Single,5.8,1.2,11,1,5,85,83
22,Female,4,3.6,2.1,95,7.4,8.2,4.4,0.6,5.6,Yes,Single,3.3,0,15,0,5.3,100,100
20,Male,3,3.14,1.5,85,8.3,3.4,0.3,0,1.8,No,In a Relationship,3.7,0.6,18,0,7.3,77,90
24,Male,4,3.19,2,72,4.3,3.5,1.8,3.2,0,No,Single,5.5,1.6,20,3,3,89,92
20,Male,2,4,5.1,100,5.6,5.1,1.7,0.5,2.3,No,In a Relationship,4.9,1.9,20,1,4.3,100,100
26,Male,4,3.54,2.1,85,6.3,1.3,0,1.1,4.6,No,In a Relationship,3.4,0.4,7,2,5,100,94
26,Female,2,4,7.4,100,7,5.3,3.6,0.8,6.3,No,Single,6.1,1.7,16,1,4.8,100,100
19,Female,1,4,4.2,99,6.8,4.5,2.4,2.8,2.5,No,Single,4.6,0.6,5,0,6,100,100
19,Male,4,3.7,3.8,84,6.9,6.2,2.6,0.3,2,No,In a Relationship,2.9,0.3,10,4,5.2,100,100
21,Female,2,2.82,2.2,80,7.5,9.5,4.8,3.5,3,No,In a Relationship,5.8,3.1,6,1,2.6,100,89
26,Male,2,3.92,4.6,100,5.9,5.2,2.9,0,3.8,No,In a Relationship,3.9,0.8,6,2,5.7,100,95
23,Female,2,4,2.6,91,8.1,6.8,2.2,0,0.7,Yes,Single,5.3,0,13,6,4,100,99
26,Male,4,3.68,3.7,100,7.5,6.8,3.7,0.6,2.5,No,Single,5.9,0.8,9,5,4.5,100,94
20,Male,3,4,7.3,100,6.6,7.7,4.4,4.2,2.9,Yes,Single,5.5,0.9,13,1,7.6,100,100
23,Male,2,3.65,3.4,93,8.9,6.1,3.2,0,3.1,No,Single,2.3,2.1,6,2,6.6,100,100
21,Female,3,4,5.2,100,8.9,6.6,3.8,2,2.7,No,In a Relationship,3.4,0.8,14,3,5.4,100,99
27,Male,3,3,2.4,84,8.1,6.1,2.6,1.4,1.1,No,In a Relationship,5.3,1.6,10,0,4.4,80,89
27,Male,1,3.24,3.4,88,3.5,6.6,2.7,1.5,3.7,Yes,Single,7.1,2.3,11,1,2.7,83,100
18,Female,1,4,6.2,100,8.9,4.9,3,3.8,2.9,No,In a Relationship,3.6,0.6,5,1,3.4,100,100
23,Male,3,3.5,2.6,81,8,4.5,1.7,0.7,2.9,No,In a Relationship,3,1.5,17,2,6.6,87,88
20,Female,3,4,6.2,100,9.4,6.9,1.9,2.1,0.8,No,In a Relationship,2.1,1.1,13,1,0.5,100,91
23,Male,1,4,4.6,100,8.5,8.1,4.9,1.5,4.3,No,In a Relationship,3,1.4,15,1,6.6,100,100
22,Male,4,3.23,2.7,89,8.9,9.1,5.8,0.8,1.1,No,Single,5.2,1.3,6,1,1.4,88,92
26,Female,1,3.44,4.4,80,8.1,9.6,5.2,0.7,6.2,Yes,In a Relationship,4.7,1.3,15,3,4.5,97,99
26,Male,3,3.84,5,100,8.6,3.2,0.8,1.9,0.6,No,Single,1.7,0.9,12,0,6.5,100,100
23,Female,3,4,4.4,98,9.4,3.7,0.7,1,4.5,No,In a Relationship,2.9,1.2,10,1,4.5,100,100
18,Female,1,3.18,1.1,78,7.3,5,1,1,0,No,Single,5.2,0.9,19,2,1.4,93,91
21,Male,1,3.57,2.4,86,5.1,7.5,3,0.2,0,Yes,In a Relationship,6,3.5,14,4,7.5,98,89
21,Male,4,3.49,3.1,89,6.6,1,0,0.7,1.9,No,In a Relationship,5,1.8,14,3,5.6,97,94
20,Male,4,4,3.4,100,7.5,4,1.9,2.1,0,No,In a Relationship,4.5,1.2,2,0,5.2,100,100
19,Female,4,3.5,4.4,72,7.1,6.7,4.9,0.8,4.5,No,In a Relationship,4.9,0.9,17,0,2.7,100,97
18,Female,1,3.34,3.8,87,5.5,7.2,4.3,2.2,3,No,In a Relationship,5.5,2.2,14,2,2.4,87,91
25,Female,4,2.87,1.5,80,5,3.9,2,2.5,5.8,No,In a Relationship,5.2,0.4,18,3,5.3,87,74
23,Female,4,3.45,4.1,87,6.1,5.9,2.1,2.3,2.7,No,In a Relationship,4.7,0,9,1,1.7,100,89
24,Male,1,3.71,4.4,91,8,6.9,3.7,3,3.5,No,In a Relationship,3.5,0,8,1,1.4,100,98
26,Male,3,3.92,4.3,100,8.9,8.3,4.2,2.8,2.5,Yes,Single,4.5,2.5,20,4,4.5,99,100
25,Male,1,4,5.1,100,8.1,6.1,2,2.7,1.3,No,Single,4.1,2.4,17,5,5.6,100,100
18,Female,1,3.96,4.8,100,8.3,6.2,2.4,1.2,2.2,No,Single,3.4,1.4,5,2,3.4,100,100
18,Female,4,3.9,4.2,96,6.9,4.6,2,0,0.6,Yes,In a Relationship,5.3,0.6,12,2,1.4,100,98
21,Male,3,3.55,3.4,100,4.9,3.9,0.8,0,3.8,Yes,In a Relationship,3.9,0.7,17,0,1.7,100,93
24,Female,3,3.08,1,74,6.5,4.9,2.5,1.3,2.4,No,In a Relationship,5,3.2,13,2,4.6,81,92
22,Male,3,4,4.1,100,6.7,3.8,2.4,2.1,2.8,Yes,In a Relationship,4.6,1.1,9,1,2.7,100,100
25,Female,1,4,3.8,96,6.4,5,0.9,2.8,8.6,No,Single,1.7,1.5,9,1,7,100,96
20,Female,3,3.1,3.9,85,7.1,6.7,3.8,0.6,2.2,No,In a Relationship,3.6,0.8,12,2,7.4,88,93
18,Male,1,3.2,1.6,92,7.5,4.7,3.5,2.4,3.6,Yes,Single,3.3,1.3,17,2,1.7,94,94
28,Male,3,3.29,1.9,97,8,7.4,3.8,1.5,2.9,No,Single,4.1,1.6,7,1,3.2,84,94
20,Male,2,4,5.1,100,6.7,4.3,1.6,1.7,5.3,No,Single,4.8,3,1,5,6.9,100,89
18,Female,3,3.64,3.4,100,4.7,1,0,2.3,3.5,No,In a Relationship,3.6,1.1,10,0,2.4,100,93
28,Male,3,3.81,4.5,96,6.4,4.9,3.5,2.7,2.5,Yes,In a Relationship,5,1.7,14,1,4,94,94
28,Male,4,3.87,3.5,100,7.1,4,1.8,0.6,7.6,No,Single,3.6,0.8,15,2,2.6,100,88
19,Female,1,4,3.5,87,8.5,4.8,1.5,1,1.3,Yes,Single,3,1.4,7,0,4.9,91,85
25,Female,3,4,4.9,100,6.3,4.8,0.9,3.9,2.6,Yes,In a Relationship,3.2,1.5,13,3,7.4,100,97
28,Male,3,2.88,2.7,78,7.6,6.3,2.4,0,4.8,Yes,Single,4.4,1,9,3,4.2,91,87
19,Female,3,3.56,3.6,77,7.3,8.9,5.2,3.3,1.4,No,In a Relationship,5.8,1.4,16,0,5.4,100,91
21,Male,4,3.64,2.8,89,7.1,5,2,0.8,4.5,No,Single,2.9,0.5,11,1,4.1,92,100
21,Female,2,3.61,2.8,90,8.1,6.3,1.2,1.9,2,No,In a Relationship,2.8,1.7,16,2,4,86,100
24,Female,3,3.09,3,78,6.2,7.6,3.8,2.8,5,Yes,In a Relationship,4.4,1.3,12,2,3.6,98,78
18,Male,4,3.78,3.8,100,6.3,6.4,3.1,3.9,5,No,Single,4.4,0.6,15,1,5.2,95,100
28,Female,2,3.69,2.8,100,7,3.7,0,1.3,2.8,Yes,In a Relationship,4.2,1.1,10,1,4.7,100,95
26,Female,4,4,5.4,100,6.2,6.3,3.8,4,1,Yes,Single,5.7,2.5,8,0,2.8,100,97
23,Male,1,3.21,2.2,64,7.6,8.9,6,0,2.2,No,Single,4.3,1.1,11,1,2,89,90
25,Male,1,3.94,3.2,97,6.1,1,0,0,3,No,In a Relationship,2.5,1.6,15,2,4.2,100,100
22,Female,4,4,2.8,95,7.3,3.4,0.9,1.6,4.8,No,Single,3.2,1.6,25,3,5.8,100,90
28,Female,4,4,5.7,100,6.9,5.1,0,0,3.6,Yes,Single,3,1.8,18,0,9.1,100,100
28,Female,1,3.77,3.8,99,7.3,5.9,2.7,0.7,4.1,No,Single,2.9,0.1,20,0,3.6,100,100
24,Female,2,3.56,5,95,6.4,7.4,4.3,0.7,3.7,Yes,In a Relationship,5.8,0.2,11,4,3.7,100,97
27,Female,4,3.33,1.3,70,6.6,7.2,3,2.2,4.7,Yes,Single,1.7,0.5,9,2,4.3,75,87
19,Male,1,3.37,3.9,82,7.1,8.3,4.9,1.7,2.6,No,In a Relationship,5.3,1.8,1,0,3.7,95,93
23,Female,1,4,4.8,100,7.2,6.1,4,1.2,3.3,No,Single,2.9,1.5,9,2,1.7,100,94
24,Male,1,3.73,3.6,99,7,8.4,5.4,2.4,3.1,No,In a Relationship,6,1.4,5,0,5.4,100,96
27,Male,1,4,5.1,100,9,6.1,4.5,1.2,2.1,No,In a Relationship,4,1.1,16,1,5.4,100,100
19,Female,2,3.55,2.7,94,5.8,5.4,2.2,3.8,5,No,In a Relationship,4.6,0,11,4,1.6,99,98
25,Female,2,4,5.6,100,6.9,4.9,2.9,1.6,5,No,In a Relationship,3.4,0.6,5,1,4.2,100,100
25,Female,3,4,6.9,100,5.1,5.6,1.5,3.4,5.4,No,Single,5.1,1.4,15,1,4.1,100,97
19,Male,4,3.65,3,90,7.4,4.9,2.5,1.9,1.5,Yes,Single,2.2,1,14,0,5.2,100,96
19,Male,2,3.37,2.8,89,5.7,4.9,2.9,2.2,3.7,Yes,In a Relationship,5.3,1.4,6,0,4.6,93,100
22,Female,3,4,5.7,100,6.7,5.6,2.7,0,5.2,No,Single,3.1,0,20,1,3,100,99
